var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,var21,var22,var23,var24,var25,var26,var27,var28,var29,var30,var31,var32,var33,var34,var35,var36,var37,var38,var39,var40,var41,var42,var43,var44,var45,var46,var47,var48,var49,var50,var51,var52,var53,var54,var55,var56,var57,var58,var59,var60,var61,var62,var63,var64,var65,var66,var67,var68,var69,var70,var71,var72,var73,var74,var75,var76,var77,var78,var79,var80,var81,var82,var83,var84,var85,var86,var87,var88,var89,var90,var91,var92,var93,var94,var95,var96,var97,var98,var99,var100,var101,var102,var103,var104,var105,var106,var107,var108,var109,var110,var111,var112,var113,var114,var115,var116,var117,var118,var119,var120,var121,var122,var123,var124,var125,var126,,
3,75,90,60,0,-123456,74.8,64.4,0,0,0,5,74.9,90,60,0,-123456,74.8,64.4,0,0,0,5.22449,75,90,60,0,-123456,75,64.4,0,0,0,5,74.8,90,60,0,-123456,74.8,64.4,0,0,0,6,75.3,90,60,0,-123456,75,64.4,0,0,0,22.5,75,64.4,65.7,64.9179,78.7,70.1,75,0,0,0,-123456,90,0,23.7,0,9.3,-14.4,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,6,-123456,5,25,-123456,8,0,0,-123456,4,0,-123456,0,,
3.08333,75,90,60,0,-123456,74.8,64.4,0,0,0,5,74.9,90,60,0,-123456,74.8,64.4,0,0,0,5.08,75,90,60,0,-123456,75,64.4,0,0,0,5,74.8,90,60,0,-123456,74.8,64.4,0,0,0,6,75.3,90,60,0,-123456,75.1,64.4,0,0,0,22,75,64.4,65.5,64.6448,78.9,70.1,75,0,0,0,-123456,90,0,29.5,0,11.8,-17.7,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,5,-123456,5,26,-123456,8,0,0,-123456,4,0,-123456,0,,
3.16667,74.9,90,60,0,-123456,74.8,64.4,0,0,0,5,74.9,90,60,0,-123456,74.8,64.4,0,0,0,5.96078,75,90,60,0,-123456,75,64.4,0,0,0,5,74.8,90,60,0,-123456,74.8,64.4,0,0,0,6,75.3,90,60,0,-123456,75.1,64.4,0,0,0,22,75,64.4,65.4,64.4283,79.2,70.1,75,0,0,0,-123456,90,0,22.4,0,13,-9.4,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,8,-123456,5,23,-123456,8,0,0,-123456,4,0,-123456,0,,
3.25,74.9,90,60,0,-123456,74.8,64.4,0,0,0,5,74.9,90,60,0,-123456,74.8,64.4,0,0,0,5.65385,75,90,60,0,-123456,75,64.4,0,0,0,5,74.8,90,60,0,-123456,74.8,64.4,0,0,0,5.22642,75.3,90,60,0,-123456,75.1,64.4,0,0,0,23,75,64.4,65.3,64.2117,79.4,70.1,75,0,0,0,-123456,90,0,30.2,0,8.2,-22,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,7,-123456,5,24,-123456,8,0,0,-123456,4,0,-123456,0,,
3.33333,74.9,90,60,0,-123456,74.8,64.4,0,0,0,5,74.9,90,60,0,-123456,74.8,64.4,0,0,0,6,75,90,60,0,-123456,75,64.4,0,0,0,5,74.8,90,60,0,-123456,74.8,64.4,0,0,0,6,75.3,90,60,0,-123456,75.1,64.4,0,0,0,22.94,75,64.4,65.1,63.8986,79.7,70.1,75,0,0,0,-123456,90,0,27.1,0,16.6,-10.5,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,7,-123456,5,24,-123456,8,0,0,-123456,4,0,-123456,0,,
3.41667,74.9,90,60,0,-123456,74.8,64.4,0,0,0,4.64151,74.8,90,60,0,-123456,74.8,64.4,0,0,0,6,75,90,60,0,-123456,75,64.4,0,0,0,5,74.8,90,60,0,-123456,74.8,64.4,0,0,0,6,75.3,90,60,0,-123456,75.1,64.4,0,0,0,23,75,64.4,65,63.6821,80,70.1,75,0,0,0,-123456,90,0,26.6,0,20.4,-6.2,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,7,-123456,5,24,-123456,8,0,0,-123456,4,0,-123456,0,,
3.5,74.9,90,60,0,-123456,74.8,64.4,0,0,0,5,74.8,90,60,0,-123456,74.8,64.4,0,0,0,6,75,90,60,0,-123456,75,64.4,0,0,0,5,74.8,90,60,0,-123456,74.8,64.4,0,0,0,5,75.3,90,60,0,-123456,75.1,64.4,0,0,0,22.4906,75,64.4,64.9,63.4855,80.2,70.1,75,0,0,0,-123456,90,0,29.1,0,24.4,-4.7,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,7,-123456,5,24,-123456,8,0,0,-123456,4,0,-123456,0,,
3.58333,74.9,90,60,0,-123456,74.8,64.4,0,0,0,5,74.8,90,60,0,-123456,74.8,64.4,0,0,0,5.84314,74.9,90,60,0,-123456,75,64.4,0,0,0,4.61538,74.8,90,60,0,-123456,74.8,64.4,0,0,0,6,75.3,90,60,0,-123456,75.1,64.4,0,0,0,26.2157,75.1,64.4,64.7,63.1724,80.4,70.1,75.1,0,0,0,-123456,90,0,24.6,0,12.8,-11.8,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,6,-123456,5,25,-123456,8,0,0,-123456,4,0,-123456,0,,
3.66667,74.9,90,60,0,-123456,74.8,64.4,0,0,0,5,74.8,90,60,0,-123456,74.8,64.4,0,0,0,5.58824,74.9,90,60,0,-123456,75,64.4,0,0,0,5,74.8,90,60,0,-123456,74.8,64.4,0,0,0,5,75.3,90,60,0,-123456,75.1,64.4,0,0,0,21.46,75.1,64.4,64.6,62.9559,80.7,70.1,75.1,0,0,0,-123456,90,0,22.8,0,9.3,-13.5,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,7,-123456,5,24,-123456,8,0,0,-123456,4,0,-123456,0,,
3.75,74.9,90,60,0,-123456,74.8,64.4,0,0,0,5,74.8,90,60,0,-123456,74.8,64.4,0,0,0,5,74.9,90,60,0,-123456,75,64.4,0,0,0,5,74.8,90,60,0,-123456,74.8,64.4,0,0,0,6,75.3,90,60,0,-123456,75.1,64.4,0,0,0,21.7755,75.1,64.4,64.5,62.7393,80.9,70.1,75.1,0,0,0,-123456,90,0,25.8,0,19.4,-6.4,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,5,-123456,5,26,-123456,8,0,0,-123456,4,0,-123456,0,,
3.83333,74.9,90,60,0,-123456,74.8,64.4,0,0,0,5,74.8,90,60,0,-123456,74.8,64.4,0,0,0,6,74.9,90,60,0,-123456,75,64.4,0,0,0,5,74.8,90,60,0,-123456,74.8,64.4,0,0,0,6,75.3,90,60,0,-123456,75.1,64.4,0,0,0,22,75.1,64.4,64.3,62.4262,81.2,70.1,75.1,0,0,0,-123456,90,0,24.2,0,12.8,-11.4,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,7,-123456,5,24,-123456,8,0,0,-123456,4,0,-123456,0,,
3.91667,74.9,90,60,0,-123456,74.8,64.4,0,0,0,5,74.8,90,60,0,-123456,74.8,64.4,0,0,0,5.5,74.9,90,60,0,-123456,75,64.4,0,0,0,5,74.8,90,60,0,-123456,74.8,64.4,0,0,0,6,75.3,90,60,0,-123456,75.1,64.4,0,0,0,21,75.1,64.4,64.2,62.2297,81.4,70.1,75.1,0,0,0,-123456,90,0,22.8,0,20.4,-2.4,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,6,-123456,5,25,-123456,8,0,0,-123456,4,0,-123456,0,,
4,74.9,90,60,0,-123456,74.8,64.4,0,0,0,6,74.8,90,60,0,-123456,74.8,64.4,0,0,0,5.2449,74.9,90,60,0,-123456,75,64.4,0,0,0,4,74.8,90,60,0,-123456,74.8,64.4,0,0,0,7,75.3,90,60,0,-123456,75.1,64.4,0,0,0,23.36,75.1,64.4,64,61.9166,81.7,70.1,75.1,0,0,0,-123456,90,0,25.7,0,13.3,-12.4,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,6,-123456,5,25,-123456,8,0,0,-123456,4,0,-123456,0,,
4.08333,74.9,90,60,0,-123456,74.8,64.4,0,0,0,5,74.8,90,60,0,-123456,74.8,64.4,0,0,0,6,74.8,90,60,0,-123456,75,64.4,0,0,0,5,74.8,90,60,0,-123456,74.8,64.4,0,0,0,6,75.3,90,60,0,-123456,75.1,64.4,0,0,0,22.6667,75.1,64.4,64,61.8566,81.9,70.1,75.1,0,0,0,-123456,90,0,26.4,0,20.2,-6.2,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,6,-123456,5,25,-123456,8,0,0,-123456,4,0,-123456,0,,
4.16667,74.9,90,60,0,-123456,74.8,64.4,0,0,0,6,74.8,90,60,0,-123456,74.9,64.4,0,0,0,5,74.8,90,60,0,-123456,75,64.4,0,0,0,5,74.8,90,60,0,-123456,74.9,64.4,0,0,0,6,75.2,90,60,0,-123456,75.1,64.4,0,0,0,21.72,75.1,64.4,64,61.7966,82.2,70.1,75.1,0,0,0,-123456,90,0,33.5,0,10.3,-23.2,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,6,-123456,5,25,-123456,8,0,0,-123456,4,0,-123456,0,,
4.25,74.9,90,60,0,-123456,74.8,64.4,0,0,0,6,74.8,90,60,0,-123456,74.9,64.4,0,0,0,6,74.7,90,60,0,-123456,75,64.4,0,0,0,5,74.8,90,60,0,-123456,74.9,64.4,0,0,0,6,75.2,90,60,0,-123456,75.1,64.4,0,0,0,25.96,75.1,64.4,64,61.7566,82.6,70.1,75.1,0,0,0,-123456,90,0,36.1,0,12,-24.1,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,6,-123456,5,25,-123456,8,0,0,-123456,4,0,-123456,0,,
4.33333,74.8,90,60,0,-123456,74.8,64.4,0,0,0,6,74.7,90,60,0,-123456,74.9,64.4,0,0,0,5.96,74.7,90,60,0,-123456,75,64.4,0,0,0,5,74.8,90,60,0,-123456,75,64.4,0,0,0,5.30909,75.2,90,60,0,-123456,75.1,64.4,0,0,0,20.8627,75.1,64.4,64,61.6966,82.8,70.1,75.1,0,0,0,-123456,90,0,31.5,0,16.5,-15,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,7,-123456,5,24,-123456,8,0,0,-123456,4,0,-123456,0,,
4.41667,74.8,90,60,0,-123456,74.8,64.4,0,0,0,6,74.6,90,60,0,-123456,74.8,64.4,0,0,0,5.82692,74.7,90,60,0,-123456,75,64.4,0,0,0,5,74.8,90,60,0,-123456,75,64.4,0,0,0,5.49057,75.2,90,60,0,-123456,75.1,64.4,0,0,0,19.9804,75.1,64.4,64,61.6566,83,70.1,75.1,0,0,0,-123456,90,0,24.9,0,18.5,-6.4,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,5,-123456,5,26,-123456,8,0,0,-123456,4,0,-123456,0,,
4.5,74.8,90,60,0,-123456,74.8,64.4,0,0,0,6,74.6,90,60,0,-123456,74.8,64.4,0,0,0,5.91837,74.8,90,60,0,-123456,75,64.4,0,0,0,4,74.8,90,60,0,-123456,75,64.4,0,0,0,6,75.2,90,60,0,-123456,75.2,64.4,0,0,0,22,75.1,64.4,64,61.5966,83.4,70.1,75.1,0,0,0,-123456,90,0,26.8,0,17.9,-8.9,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,6,-123456,5,25,-123456,8,0,0,-123456,4,0,-123456,0,,
4.58333,74.8,90,60,0,-123456,74.8,64.4,0,0,0,6,74.6,90,60,0,-123456,74.8,64.4,0,0,0,7,74.8,89.7867,60,0,-123456,75,64.4,0,0,0,6,74.8,90,60,0,-123456,75,64.4,0,0,0,7,75.2,90,60,0,-123456,75.2,64.4,0,0,0,26.7059,75.1,64.4,64,61.5566,83.8,70.1,75.1,0,0,0,-123456,90,0,31.9,0,10.2,-21.7,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,6,-123456,5,25,-123456,8,0,0,-123456,4,0,-123456,0,,
4.66667,74.7,90,60,0,-123456,74.8,64.4,0,0,0,6,74.6,90,60,0,-123456,74.8,64.4,0,0,0,7,74.8,89.0392,60,0,-123456,75.1,64.4,0,0,0,5.38775,74.8,90,60,0,-123456,75,64.4,0,0,0,7,75.2,90,60,0,-123456,75.2,64.4,0,0,0,27,75.1,64.4,64,61.4966,84.2,70.1,75.1,0,0,0,-123456,90,0,40.9,0,5.4,-35.5,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,6,-123456,5,25,-123456,8,0,0,-123456,4,0,-123456,0,,
4.75,74.7,90,60,0,-123456,74.8,64.4,0,0,0,6,74.6,90,60,0,-123456,74.8,64.4,0,0,0,7,74.8,88.318,60,0,-123456,75.1,64.4,0,0,0,6,74.8,90,60,0,-123456,75,64.4,0,0,0,7,75.2,89.6723,60,0,-123456,75.2,64.4,0,0,0,26.5882,75.1,64.4,64,61.4566,85.1,70,75.1,0,0,0,-123456,90,0,38.9,0,6.2,-32.7,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,6,-123456,5,25,-123456,8,0,0,-123456,4,0,-123456,0,,
4.83333,74.7,90,60,0,-123456,74.7,64.4,0,0,0,5.74074,74.6,89.9613,60,0,-123456,74.8,64.4,0,0,0,5.92157,74.8,87.6232,60,0,-123456,75.1,64.4,0,0,0,5,74.8,89.6921,60,0,-123456,75,64.4,0,0,0,6.24074,75.2,88.8758,60,0,-123456,75.2,64.4,0,0,0,23.2692,75.1,64.4,64,61.3966,85.7,70,75.1,0,0,0,-123456,90,0,31.8,0,15.8,-16,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,6,-123456,5,25,-123456,8,0,0,-123456,4,0,-123456,0,,
4.91667,74.7,90,60,0,-123456,74.7,64.4,0,0,0,5,74.6,89.1184,60,0,-123456,74.8,64.4,0,0,0,5.92308,74.8,86.9569,60,0,-123456,75.1,64.4,0,0,0,5,74.8,88.8693,60,0,-123456,75,64.4,0,0,0,6.16667,75.2,88.1146,60,0,-123456,75.2,64.4,0,0,0,23.25,75.1,64.4,64,61.3566,86,70,75.1,0,0,0,-123456,90,0,24.2,0,13.1,-11.1,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,5,-123456,5,26,-123456,8,0,0,-123456,4,0,-123456,0,,
5,74.7,89.7096,60.5577,0,-123456,74.7,64.4,0,0,0,5.13208,74.6,88.306,60.3324,0,-123456,74.9,64.4,0,0,0,7,74.8,86.3125,60.5603,0,-123456,75.1,64.4,0,0,0,5.85714,74.7,88.0737,60.5656,0,-123456,75,64.4,0,0,0,7,75.2,87.3785,60.3405,0,-123456,75.2,64.4,0,0,0,25.549,75.1,64.4,64,61.2966,86.3,70.1,75.1,0,0,0,-123456,90,0,36,0,7.8,-28.2,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,6,-123456,5,25,-123456,8,0,0,-123456,4,0,-123456,0,,
5.08333,74.7,88.8154,61.3316,0,-123456,74.8,64.4,0,0,0,5.83333,74.6,87.5268,61.1223,0,-123456,74.9,64.4,0,0,0,7,74.8,85.6967,61.3341,0,-123456,75.1,64.4,0,0,0,5,74.7,87.3157,61.3392,0,-123456,74.9,64.4,0,0,0,7,75.2,86.675,61.1327,0,-123456,75.2,64.4,0,0,0,24.1837,75.1,64.4,64.1,61.4331,86.9,70,75.1,0,0,0,-123456,90,0,35.4,0,8.4,-27,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,7,-123456,5,24,-123456,8,0,0,-123456,4,0,-123456,0,,
5.16667,74.7,87.9594,62.0725,0,-123456,74.8,64.4,0,0,0,5.01887,74.6,86.7785,61.8835,0,-123456,74.9,64.4,0,0,0,7,74.8,85.1052,62.0773,0,-123456,75.1,64.4,0,0,0,5,74.7,86.5853,62.0797,0,-123456,74.9,64.4,0,0,0,7,75.2,86.0015,61.8909,0,-123456,75.2,64.4,0,0,0,25.0392,75.1,64.4,64.1,61.4731,87.2,70,75.1,0,0,0,-123456,90,0,40.6,0,4.5,-36.1,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,7,-123456,5,24,-123456,8,0,0,-123456,4,0,-123456,0,,
5.25,74.7,87.0563,62.7096,0,-123456,74.8,64.4,0,0,0,5.43396,74.6,85.9918,62.536,0,-123456,74.9,64.4,0,0,0,7,74.8,84.4834,62.7166,0,-123456,75.1,64.4,0,0,0,5,74.7,85.8174,62.7166,0,-123456,74.9,64.4,0,0,0,7,75.2,85.2911,62.5431,0,-123456,75.2,64.4,0,0,0,26.7885,75.1,64.4,64.2,61.6297,87.8,70,75.1,0,0,0,-123456,90,0,39.4,0,5.6,-33.8,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,4,-123456,5,27,-123456,8,0,0,-123456,4,0,-123456,0,,
5.33333,74.7,86.2848,63.3909,0,-123456,74.8,64.4,0,0,0,5.83333,74.6,85.3196,63.2336,0,-123456,74.9,64.4,0,0,0,7,74.8,83.9521,63.3953,0,-123456,75.1,64.4,0,0,0,5,74.8,85.1614,63.3975,0,-123456,75,64.4,0,0,0,7,75.2,84.6842,63.2404,0,-123456,75.2,64.4,0,0,0,27,75.1,64.4,64.3,61.7662,88.3,70,75.1,0,0,0,-123456,90,0,38.1,0,5.9,-32.2,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,5,-123456,5,26,-123456,8,0,0,-123456,4,0,-123456,0,,
5.41667,74.7,85.5511,64.0387,0,-123456,74.8,64.4,0,0,0,5.75472,74.6,84.6825,63.8948,0,-123456,74.9,64.4,0,0,0,7,74.8,83.4469,64.043,0,-123456,75.1,64.4,0,0,0,5,74.8,84.5375,64.0451,0,-123456,75,64.4,0,0,0,7,75.2,84.107,63.9034,0,-123456,75.2,64.4,0,0,0,26.6531,75.1,64.4,64.3,61.8262,88.6,70,75.1,0,0,0,-123456,90,0,33.1,0,11.9,-21.2,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,5,-123456,5,26,-123456,8,0,0,-123456,4,0,-123456,0,,
5.5,74.8,84.7952,64.5992,0,-123456,74.8,64.4,0,0,0,5.81132,74.6,84.0219,64.4708,0,-123456,74.8,64.4,0,0,0,7,74.8,82.9249,64.6052,0,-123456,75.1,64.4,0,0,0,5,74.8,83.8948,64.6052,0,-123456,75,64.4,0,0,0,7,75.2,83.5124,64.477,0,-123456,75.2,64.4,0,0,0,26.7647,75.1,64.4,64.4,61.9628,89.1,70,75.1,0,0,0,-123456,90,0,37.5,0,6.4,-31.1,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,6,-123456,5,25,-123456,8,0,0,-123456,4,0,-123456,0,,
5.58333,74.8,84.1162,65.1627,0,-123456,74.9,64.4,0,0,0,5.28302,74.6,83.4304,65.0478,0,-123456,74.8,64.4,0,0,0,5.84,74.8,82.4575,65.1684,0,-123456,75.1,64.4,0,0,0,5,74.8,83.3174,65.1684,0,-123456,75,64.4,0,0,0,5.90741,75.2,82.9783,65.0537,0,-123456,75.2,64.4,0,0,0,22.3462,75.2,64.4,64.5,62.1193,89.3,70,75.2,0,0,0,-123456,90,0,31.3,0,7.6,-23.7,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,6,-123456,5,25,-123456,8,0,0,-123456,4,0,-123456,0,,
5.66667,74.9,83.5034,65.7202,0,-123456,74.9,64.4,0,0,0,6,74.6,82.8966,65.6187,0,-123456,74.8,64.4,0,0,0,7,74.8,82.0371,65.7238,0,-123456,75.1,64.4,0,0,0,5,74.9,82.7965,65.7256,0,-123456,75.1,64.4,0,0,0,7,75.2,82.4964,65.6242,0,-123456,75.2,64.4,0,0,0,25,75.2,64.4,64.6,62.2559,89.5,70,75.2,0,0,0,-123456,90,0,33.7,0,8,-25.7,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,5,-123456,5,26,-123456,8,0,0,-123456,4,0,-123456,0,,
5.75,74.9,82.9105,66.2221,0,-123456,75,64.4,0,0,0,5.13208,74.6,82.38,66.1326,0,-123456,75,64.4,0,0,0,5.88235,74.8,81.6288,66.2255,0,-123456,75.1,64.4,0,0,0,5,74.9,82.2923,66.2272,0,-123456,75.2,64.4,0,0,0,6,75.2,82.03,66.1378,0,-123456,75.3,64.4,0,0,0,23,75.3,64.4,64.7,62.4124,89.2,70.1,75.3,0,0,0,-123456,90,0,30.8,0,14.1,-16.7,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,7,-123456,5,24,-123456,8,0,0,-123456,4,0,-123456,0,,
5.83333,75,82.3567,66.6982,0,-123456,75.1,64.4,0,0,0,6,74.7,81.8991,66.6184,0,-123456,75,64.4,0,0,0,7,74.8,81.2476,66.7013,0,-123456,75.1,64.4,0,0,0,5,74.9,81.823,66.7029,0,-123456,75.2,64.4,0,0,0,7,75.2,81.5958,66.6249,0,-123456,75.3,64.4,0,0,0,25.875,75.3,64.4,64.7,62.4524,90,70.1,75.3,0,0,0,-123456,90,0,32.4,0,9.7,-22.7,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,6,-123456,5,25,-123456,8,0,0,-123456,4,0,-123456,0,,
5.91667,75,81.863,67.1565,0,-123456,75.1,64.4,0,0,0,6,74.7,81.4676,67.0893,0,-123456,75,64.4,0,0,0,7,74.8,80.9077,67.1594,0,-123456,75.1,64.4,0,0,0,5,74.9,81.4019,67.1609,0,-123456,75.2,64.4,0,0,0,7,75.2,81.2062,67.0938,0,-123456,75.3,64.4,0,0,0,27,75.3,64.4,64.8,62.609,90.4,70,75.3,0,0,0,-123456,90,0,40.3,0,4.9,-35.4,0,-123456,0,0,0,-123456,-123456,5,7,0,50,68,68,68,-123456,-123456,50,0,5,-123456,-123456,-123456,0,0,-123456,0,0,0,0,-123456,-123456,0,-123456,-123456,-123456,-123456,-123456,-123456,-123456,-123456,5,-123456,5,26,-123456,8,0,0,-123456,4,0,-123456,0,,
